,ETF,date, operation,price,total_price,total,totalP
0,WAINX,2010-08-06,buy,6.61,1000,0.05
1,WAINX,2010-08-15,buy,6.70,1000,0.05
2,WAINX,2024-09-17,sell,7.27,3000,0.05
3,WAINX,2024-10-23,buy,7.05,1000,0.05
4,WAINX,2024-10-31,buy,6.98,3000,0.05
5,WAINX,2024-11-12,buy,6.84,3000,0.005
